"scenario","year","biomass","species"
"RCP 4.5",2100,0.04245143,"Turtles"
"RCP 8.5",2100,0.0004971903,"Turtles"
"Status quo",2100,0.2565358,"Cephalopoda"
"RCP 2.6",2100,0.1129707,"Cephalopoda"
"RCP 4.5",2100,0.0930329,"Cephalopoda"
"RCP 8.5",2100,3.894853e-13,"Cephalopoda"
"Status quo",2100,3.267586,"Panulirus spp."
"RCP 2.6",2100,2.610826,"Panulirus spp."
"RCP 4.5",2100,0.7543096,"Panulirus spp."
"RCP 8.5",2100,2.050731e-13,"Panulirus spp."
"Status quo",2100,15.103,"Benthic macroinvertebrates"
"RCP 2.6",2100,14.11979,"Benthic macroinvertebrates"
"RCP 4.5",2100,16.34154,"Benthic macroinvertebrates"
"RCP 8.5",2100,9.120824,"Benthic macroinvertebrates"
"Status quo",2100,23.56079,"Benthic microinvertebrates"
"RCP 2.6",2100,20.45129,"Benthic microinvertebrates"
"RCP 4.5",2100,19.54003,"Benthic microinvertebrates"
"RCP 8.5",2100,1.710411,"Benthic microinvertebrates"
"Status quo",2100,0.8102017,"Siderastrea stellata"
"RCP 2.6",2100,0.695655,"Siderastrea stellata"
"RCP 4.5",2100,0.2673283,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2920496,"Zooplankton"
"RCP 2.6",2100,0.2897991,"Zooplankton"
"RCP 4.5",2100,0.3250786,"Zooplankton"
"RCP 8.5",2100,0.5589928,"Zooplankton"
"Status quo",2100,0.1265252,"Phytoplankton"
"RCP 2.6",2100,0.1167534,"Phytoplankton"
"RCP 4.5",2100,0.1076225,"Phytoplankton"
"RCP 8.5",2100,0.05364313,"Phytoplankton"
"Status quo",2100,207.1929,"Digenea simplex"
"RCP 2.6",2100,198.9933,"Digenea simplex"
"RCP 4.5",2100,181.0293,"Digenea simplex"
"RCP 8.5",2100,101.1954,"Digenea simplex"
"Status quo",2100,855.6839,"Other algal turf"
"RCP 2.6",2100,740.4379,"Other algal turf"
"RCP 4.5",2100,722.906,"Other algal turf"
"RCP 8.5",2100,477.3975,"Other algal turf"
"Status quo",2100,0.03016925,"Sea birds"
"RCP 2.6",2100,0.02226277,"Sea birds"
"RCP 4.5",2100,0.02387686,"Sea birds"
"RCP 8.5",2100,3.653198e-14,"Sea birds"
"Status quo",2100,0.09190295,"Turtles"
"RCP 2.6",2100,0.06243511,"Turtles"
"RCP 4.5",2100,0.0413244,"Turtles"
"RCP 8.5",2100,0.0001816598,"Turtles"
"Status quo",2100,0.2799461,"Cephalopoda"
"RCP 2.6",2100,0.2551254,"Cephalopoda"
"RCP 4.5",2100,0.1343942,"Cephalopoda"
"RCP 8.5",2100,0.01104627,"Cephalopoda"
"Status quo",2100,4.612401,"Panulirus spp."
"RCP 2.6",2100,2.330281,"Panulirus spp."
"RCP 4.5",2100,0.3492928,"Panulirus spp."
"RCP 8.5",2100,1.102197e-13,"Panulirus spp."
"Status quo",2100,14.42139,"Benthic macroinvertebrates"
"RCP 2.6",2100,15.6525,"Benthic macroinvertebrates"
"RCP 4.5",2100,12.1316,"Benthic macroinvertebrates"
"RCP 8.5",2100,5.928749,"Benthic macroinvertebrates"
"Status quo",2100,19.18306,"Benthic microinvertebrates"
"RCP 2.6",2100,26.88417,"Benthic microinvertebrates"
"RCP 4.5",2100,20.25224,"Benthic microinvertebrates"
"RCP 8.5",2100,0.2216703,"Benthic microinvertebrates"
"Status quo",2100,0.6956567,"Siderastrea stellata"
"RCP 2.6",2100,0.6947958,"Siderastrea stellata"
"RCP 4.5",2100,0.2890224,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2692892,"Zooplankton"
"RCP 2.6",2100,0.2111663,"Zooplankton"
"RCP 4.5",2100,0.3458087,"Zooplankton"
"RCP 8.5",2100,0.5705091,"Zooplankton"
"Status quo",2100,0.1295925,"Phytoplankton"
"RCP 2.6",2100,0.119354,"Phytoplankton"
"RCP 4.5",2100,0.09093996,"Phytoplankton"
"RCP 8.5",2100,0.04253038,"Phytoplankton"
"Status quo",2100,207.2067,"Digenea simplex"
"RCP 2.6",2100,197.6196,"Digenea simplex"
"RCP 4.5",2100,193.642,"Digenea simplex"
"RCP 8.5",2100,102.7898,"Digenea simplex"
"Status quo",2100,772.8696,"Other algal turf"
"RCP 2.6",2100,790.5083,"Other algal turf"
"RCP 4.5",2100,805.2709,"Other algal turf"
"RCP 8.5",2100,500.3044,"Other algal turf"
"Status quo",2100,0.02211039,"Sea birds"
"RCP 2.6",2100,0.02696488,"Sea birds"
"RCP 4.5",2100,0.02931772,"Sea birds"
"RCP 8.5",2100,0.01621515,"Sea birds"
"Status quo",2100,0.06828243,"Turtles"
"RCP 2.6",2100,0.08085962,"Turtles"
"RCP 4.5",2100,0.04518477,"Turtles"
"RCP 8.5",2100,0.0005882136,"Turtles"
"Status quo",2100,0.2639694,"Cephalopoda"
"RCP 2.6",2100,0.1426244,"Cephalopoda"
"RCP 4.5",2100,0.1269081,"Cephalopoda"
"RCP 8.5",2100,4.796004e-16,"Cephalopoda"
"Status quo",2100,5.850376,"Panulirus spp."
"RCP 2.6",2100,2.710781,"Panulirus spp."
"RCP 4.5",2100,0.02925597,"Panulirus spp."
"RCP 8.5",2100,2.491562e-09,"Panulirus spp."
"Status quo",2100,14.81198,"Benthic macroinvertebrates"
"RCP 2.6",2100,18.21985,"Benthic macroinvertebrates"
"RCP 4.5",2100,13.83027,"Benthic macroinvertebrates"
"RCP 8.5",2100,6.232128,"Benthic macroinvertebrates"
"Status quo",2100,24.87824,"Benthic microinvertebrates"
"RCP 2.6",2100,28.61623,"Benthic microinvertebrates"
"RCP 4.5",2100,21.78124,"Benthic microinvertebrates"
"RCP 8.5",2100,14.51372,"Benthic microinvertebrates"
"Status quo",2100,0.7647886,"Siderastrea stellata"
"RCP 2.6",2100,0.5592536,"Siderastrea stellata"
"RCP 4.5",2100,0.2798433,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2676487,"Zooplankton"
"RCP 2.6",2100,0.2682616,"Zooplankton"
"RCP 4.5",2100,0.3230923,"Zooplankton"
"RCP 8.5",2100,0.3883969,"Zooplankton"
"Status quo",2100,0.1202426,"Phytoplankton"
"RCP 2.6",2100,0.1138526,"Phytoplankton"
"RCP 4.5",2100,0.1030415,"Phytoplankton"
"RCP 8.5",2100,0.05109331,"Phytoplankton"
"Status quo",2100,198.8306,"Digenea simplex"
"RCP 2.6",2100,215.5594,"Digenea simplex"
"RCP 4.5",2100,180.5396,"Digenea simplex"
"RCP 8.5",2100,92.32666,"Digenea simplex"
"Status quo",2100,736.3809,"Other algal turf"
"RCP 2.6",2100,807.8255,"Other algal turf"
"RCP 4.5",2100,761.8527,"Other algal turf"
"RCP 8.5",2100,491.9062,"Other algal turf"
"Status quo",2100,0.0222019,"Sea birds"
"RCP 2.6",2100,0.02847255,"Sea birds"
"RCP 4.5",2100,0.02638115,"Sea birds"
"RCP 8.5",2100,0.01310169,"Sea birds"
"Status quo",2100,0.07998597,"Turtles"
"RCP 2.6",2100,0.06363519,"Turtles"
"RCP 4.5",2100,0.04161522,"Turtles"
"RCP 8.5",2100,0.001368334,"Turtles"
"Status quo",2100,0.2615974,"Cephalopoda"
"RCP 2.6",2100,0.219995,"Cephalopoda"
"RCP 4.5",2100,0.1055917,"Cephalopoda"
"RCP 8.5",2100,0.08786438,"Cephalopoda"
"Status quo",2100,3.294042,"Panulirus spp."
"RCP 2.6",2100,3.430788,"Panulirus spp."
"RCP 4.5",2100,0.2357105,"Panulirus spp."
"RCP 8.5",2100,4.383016e-05,"Panulirus spp."
"Status quo",2100,19.41408,"Benthic macroinvertebrates"
"RCP 2.6",2100,21.89674,"Benthic macroinvertebrates"
"RCP 4.5",2100,16.25794,"Benthic macroinvertebrates"
"RCP 8.5",2100,7.753987,"Benthic macroinvertebrates"
"Status quo",2100,26.49961,"Benthic microinvertebrates"
"RCP 2.6",2100,26.32747,"Benthic microinvertebrates"
"RCP 4.5",2100,22.92346,"Benthic microinvertebrates"
"RCP 8.5",2100,14.25264,"Benthic microinvertebrates"
"Status quo",2100,0.8137038,"Siderastrea stellata"
"RCP 2.6",2100,0.7379308,"Siderastrea stellata"
"RCP 4.5",2100,0.2542096,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2259181,"Zooplankton"
"RCP 2.6",2100,0.2882333,"Zooplankton"
"RCP 4.5",2100,0.3714148,"Zooplankton"
"RCP 8.5",2100,0.3443753,"Zooplankton"
"Status quo",2100,0.1130037,"Phytoplankton"
"RCP 2.6",2100,0.118801,"Phytoplankton"
"RCP 4.5",2100,0.09478614,"Phytoplankton"
"RCP 8.5",2100,0.05796165,"Phytoplankton"
"Status quo",2100,212.8302,"Digenea simplex"
"RCP 2.6",2100,218.9686,"Digenea simplex"
"RCP 4.5",2100,198.3322,"Digenea simplex"
"RCP 8.5",2100,98.5202,"Digenea simplex"
"Status quo",2100,732.2641,"Other algal turf"
"RCP 2.6",2100,800.4567,"Other algal turf"
"RCP 4.5",2100,736.9422,"Other algal turf"
"RCP 8.5",2100,500.5745,"Other algal turf"
"Status quo",2100,0.03118041,"Sea birds"
"RCP 2.6",2100,0.02912775,"Sea birds"
"RCP 4.5",2100,0.01767081,"Sea birds"
"RCP 8.5",2100,1e-20,"Sea birds"
"Status quo",2100,0.07818107,"Turtles"
"RCP 2.6",2100,0.07001557,"Turtles"
"RCP 4.5",2100,0.04244671,"Turtles"
"RCP 8.5",2100,0.0001466878,"Turtles"
"Status quo",2100,0.2748129,"Cephalopoda"
"RCP 2.6",2100,0.2140539,"Cephalopoda"
"RCP 4.5",2100,0.09385449,"Cephalopoda"
"RCP 8.5",2100,1e-20,"Cephalopoda"
"Status quo",2100,3.179367,"Panulirus spp."
"RCP 2.6",2100,2.526397,"Panulirus spp."
"RCP 4.5",2100,0.550876,"Panulirus spp."
"RCP 8.5",2100,1.398891e-14,"Panulirus spp."
"Status quo",2100,13.78006,"Benthic macroinvertebrates"
"RCP 2.6",2100,19.19511,"Benthic macroinvertebrates"
"RCP 4.5",2100,17.2996,"Benthic macroinvertebrates"
"RCP 8.5",2100,1.716362,"Benthic macroinvertebrates"
"Status quo",2100,22.44496,"Benthic microinvertebrates"
"RCP 2.6",2100,23.57024,"Benthic microinvertebrates"
"RCP 4.5",2100,27.0313,"Benthic microinvertebrates"
"RCP 8.5",2100,0.05829565,"Benthic microinvertebrates"
"Status quo",2100,0.6555924,"Siderastrea stellata"
"RCP 2.6",2100,0.654729,"Siderastrea stellata"
"RCP 4.5",2100,0.2933462,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2621413,"Zooplankton"
"RCP 2.6",2100,0.2395311,"Zooplankton"
"RCP 4.5",2100,0.3010164,"Zooplankton"
"RCP 8.5",2100,0.4677133,"Zooplankton"
"Status quo",2100,0.1232027,"Phytoplankton"
"RCP 2.6",2100,0.1151799,"Phytoplankton"
"RCP 4.5",2100,0.1046789,"Phytoplankton"
"RCP 8.5",2100,0.0485554,"Phytoplankton"
"Status quo",2100,192.0703,"Digenea simplex"
"RCP 2.6",2100,219.0816,"Digenea simplex"
"RCP 4.5",2100,192.3449,"Digenea simplex"
"RCP 8.5",2100,100.4664,"Digenea simplex"
"Status quo",2100,781.769,"Other algal turf"
"RCP 2.6",2100,815.6577,"Other algal turf"
"RCP 4.5",2100,820.4755,"Other algal turf"
"RCP 8.5",2100,531.8715,"Other algal turf"
"Status quo",2100,0.02690838,"Sea birds"
"RCP 2.6",2100,0.03563701,"Sea birds"
"RCP 4.5",2100,0.02119202,"Sea birds"
"RCP 8.5",2100,0.001418075,"Sea birds"
"Status quo",2100,0.06999367,"Turtles"
"RCP 2.6",2100,0.06107956,"Turtles"
"RCP 4.5",2100,0.04246026,"Turtles"
"RCP 8.5",2100,0.0002864953,"Turtles"
"Status quo",2100,0.2189672,"Cephalopoda"
"RCP 2.6",2100,0.2715423,"Cephalopoda"
"RCP 4.5",2100,0.09502765,"Cephalopoda"
"RCP 8.5",2100,2.098963e-06,"Cephalopoda"
"Status quo",2100,3.501802,"Panulirus spp."
"RCP 2.6",2100,2.845564,"Panulirus spp."
"RCP 4.5",2100,0.08314394,"Panulirus spp."
"RCP 8.5",2100,1.298053e-07,"Panulirus spp."
"Status quo",2100,14.58417,"Benthic macroinvertebrates"
"RCP 2.6",2100,18.186,"Benthic macroinvertebrates"
"RCP 4.5",2100,15.51672,"Benthic macroinvertebrates"
"RCP 8.5",2100,5.968048,"Benthic macroinvertebrates"
"Status quo",2100,24.43095,"Benthic microinvertebrates"
"RCP 2.6",2100,25.40804,"Benthic microinvertebrates"
"RCP 4.5",2100,22.3267,"Benthic microinvertebrates"
"RCP 8.5",2100,5.03428,"Benthic microinvertebrates"
"Status quo",2100,0.669094,"Siderastrea stellata"
"RCP 2.6",2100,0.6975582,"Siderastrea stellata"
"RCP 4.5",2100,0.2253226,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.1932604,"Zooplankton"
"RCP 2.6",2100,0.2841257,"Zooplankton"
"RCP 4.5",2100,0.3065698,"Zooplankton"
"RCP 8.5",2100,0.5697036,"Zooplankton"
"Status quo",2100,0.1248855,"Phytoplankton"
"RCP 2.6",2100,0.1223043,"Phytoplankton"
"RCP 4.5",2100,0.108639,"Phytoplankton"
"RCP 8.5",2100,0.04299681,"Phytoplankton"
"Status quo",2100,206.4713,"Digenea simplex"
"RCP 2.6",2100,209.0455,"Digenea simplex"
"RCP 4.5",2100,187.2032,"Digenea simplex"
"RCP 8.5",2100,87.28714,"Digenea simplex"
"Status quo",2100,870.4241,"Other algal turf"
"RCP 2.6",2100,827.4365,"Other algal turf"
"RCP 4.5",2100,735.7626,"Other algal turf"
"RCP 8.5",2100,500.7096,"Other algal turf"
"Status quo",2100,0.02714699,"Sea birds"
"RCP 2.6",2100,0.03021184,"Sea birds"
"RCP 4.5",2100,0.02035267,"Sea birds"
"RCP 8.5",2100,6.278946e-08,"Sea birds"
"Status quo",2100,0.08268738,"Turtles"
"RCP 2.6",2100,0.07487936,"Turtles"
"RCP 4.5",2100,0.04323382,"Turtles"
"RCP 8.5",2100,0.0001487751,"Turtles"
"Status quo",2100,0.2312479,"Cephalopoda"
"RCP 2.6",2100,0.2918995,"Cephalopoda"
"RCP 4.5",2100,0.1008653,"Cephalopoda"
"RCP 8.5",2100,1.471972e-11,"Cephalopoda"
"Status quo",2100,4.884706,"Panulirus spp."
"RCP 2.6",2100,1.783287,"Panulirus spp."
"RCP 4.5",2100,1.13964,"Panulirus spp."
"RCP 8.5",2100,2.478656e-18,"Panulirus spp."
"Status quo",2100,18.39742,"Benthic macroinvertebrates"
"RCP 2.6",2100,24.91701,"Benthic macroinvertebrates"
"RCP 4.5",2100,15.9636,"Benthic macroinvertebrates"
"RCP 8.5",2100,10.34341,"Benthic macroinvertebrates"
"Status quo",2100,22.55725,"Benthic microinvertebrates"
"RCP 2.6",2100,31.29515,"Benthic microinvertebrates"
"RCP 4.5",2100,19.71081,"Benthic microinvertebrates"
"RCP 8.5",2100,1.841629,"Benthic microinvertebrates"
"Status quo",2100,0.8061278,"Siderastrea stellata"
"RCP 2.6",2100,0.6996715,"Siderastrea stellata"
"RCP 4.5",2100,0.2133914,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.1921842,"Zooplankton"
"RCP 2.6",2100,0.2429441,"Zooplankton"
"RCP 4.5",2100,0.3465104,"Zooplankton"
"RCP 8.5",2100,0.5314506,"Zooplankton"
"Status quo",2100,0.1220218,"Phytoplankton"
"RCP 2.6",2100,0.1145343,"Phytoplankton"
"RCP 4.5",2100,0.1025658,"Phytoplankton"
"RCP 8.5",2100,0.0464634,"Phytoplankton"
"Status quo",2100,208.2149,"Digenea simplex"
"RCP 2.6",2100,217.3667,"Digenea simplex"
"RCP 4.5",2100,179.6262,"Digenea simplex"
"RCP 8.5",2100,87.48209,"Digenea simplex"
"Status quo",2100,826.7319,"Other algal turf"
"RCP 2.6",2100,821.9246,"Other algal turf"
"RCP 4.5",2100,745.2928,"Other algal turf"
"RCP 8.5",2100,523.1612,"Other algal turf"
"Status quo",2100,0.02320674,"Sea birds"
"RCP 2.6",2100,0.02780365,"Sea birds"
"RCP 4.5",2100,0.02418575,"Sea birds"
"RCP 8.5",2100,0.0001336571,"Sea birds"
"Status quo",2100,0.08557384,"Turtles"
"RCP 2.6",2100,0.07007041,"Turtles"
"RCP 4.5",2100,0.04852186,"Turtles"
"RCP 8.5",2100,0.0001548992,"Turtles"
"Status quo",2100,0.2530856,"Cephalopoda"
"RCP 2.6",2100,0.248245,"Cephalopoda"
"RCP 4.5",2100,0.09700856,"Cephalopoda"
"RCP 8.5",2100,0.06004038,"Cephalopoda"
"Status quo",2100,6.04033,"Panulirus spp."
"RCP 2.6",2100,2.92116,"Panulirus spp."
"RCP 4.5",2100,0.4631191,"Panulirus spp."
"RCP 8.5",2100,4.397341e-12,"Panulirus spp."
"Status quo",2100,13.48827,"Benthic macroinvertebrates"
"RCP 2.6",2100,17.79558,"Benthic macroinvertebrates"
"RCP 4.5",2100,12.64863,"Benthic macroinvertebrates"
"RCP 8.5",2100,7.106158,"Benthic macroinvertebrates"
"Status quo",2100,22.07544,"Benthic microinvertebrates"
"RCP 2.6",2100,26.2178,"Benthic microinvertebrates"
"RCP 4.5",2100,17.51398,"Benthic microinvertebrates"
"RCP 8.5",2100,5.296865,"Benthic microinvertebrates"
"Status quo",2100,0.7143955,"Siderastrea stellata"
"RCP 2.6",2100,0.7841937,"Siderastrea stellata"
"RCP 4.5",2100,0.2378283,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.258517,"Zooplankton"
"RCP 2.6",2100,0.2888899,"Zooplankton"
"RCP 4.5",2100,0.3740462,"Zooplankton"
"RCP 8.5",2100,0.521798,"Zooplankton"
"Status quo",2100,0.1190672,"Phytoplankton"
"RCP 2.6",2100,0.1140227,"Phytoplankton"
"RCP 4.5",2100,0.1105911,"Phytoplankton"
"RCP 8.5",2100,0.04813819,"Phytoplankton"
"Status quo",2100,211.6001,"Digenea simplex"
"RCP 2.6",2100,196.3558,"Digenea simplex"
"RCP 4.5",2100,193.8668,"Digenea simplex"
"RCP 8.5",2100,92.23669,"Digenea simplex"
"Status quo",2100,798.0375,"Other algal turf"
"RCP 2.6",2100,804.6558,"Other algal turf"
"RCP 4.5",2100,771.2233,"Other algal turf"
"RCP 8.5",2100,545.0657,"Other algal turf"
"Status quo",2100,0.02284321,"Sea birds"
"RCP 2.6",2100,0.02748162,"Sea birds"
"RCP 4.5",2100,0.01740189,"Sea birds"
"RCP 8.5",2100,0.001382224,"Sea birds"
"Status quo",2100,0.09025103,"Turtles"
"RCP 2.6",2100,0.06772526,"Turtles"
"RCP 4.5",2100,0.04358796,"Turtles"
"RCP 8.5",2100,0.001022175,"Turtles"
"Status quo",2100,0.3030463,"Cephalopoda"
"RCP 2.6",2100,0.2408059,"Cephalopoda"
"RCP 4.5",2100,0.1880537,"Cephalopoda"
"RCP 8.5",2100,0.3045481,"Cephalopoda"
"Status quo",2100,4.016048,"Panulirus spp."
"RCP 2.6",2100,1.510483,"Panulirus spp."
"RCP 4.5",2100,0.7621312,"Panulirus spp."
"RCP 8.5",2100,3.003512e-13,"Panulirus spp."
"Status quo",2100,22.0952,"Benthic macroinvertebrates"
"RCP 2.6",2100,19.22846,"Benthic macroinvertebrates"
"RCP 4.5",2100,15.10872,"Benthic macroinvertebrates"
"RCP 8.5",2100,4.170913,"Benthic macroinvertebrates"
"Status quo",2100,26.3119,"Benthic microinvertebrates"
"RCP 2.6",2100,28.42486,"Benthic microinvertebrates"
"RCP 4.5",2100,18.66146,"Benthic microinvertebrates"
"RCP 8.5",2100,2.939658,"Benthic microinvertebrates"
"Status quo",2100,0.8706132,"Siderastrea stellata"
"RCP 2.6",2100,0.7015679,"Siderastrea stellata"
"RCP 4.5",2100,0.2418892,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2872505,"Zooplankton"
"RCP 2.6",2100,0.2511643,"Zooplankton"
"RCP 4.5",2100,0.3586735,"Zooplankton"
"RCP 8.5",2100,0.5720916,"Zooplankton"
"Status quo",2100,0.1237173,"Phytoplankton"
"RCP 2.6",2100,0.1190837,"Phytoplankton"
"RCP 4.5",2100,0.1037914,"Phytoplankton"
"RCP 8.5",2100,0.04309404,"Phytoplankton"
"Status quo",2100,223.4844,"Digenea simplex"
"RCP 2.6",2100,210.3646,"Digenea simplex"
"RCP 4.5",2100,198.2626,"Digenea simplex"
"RCP 8.5",2100,96.27549,"Digenea simplex"
"Status quo",2100,799.4683,"Other algal turf"
"RCP 2.6",2100,810.3892,"Other algal turf"
"RCP 4.5",2100,775.8371,"Other algal turf"
"RCP 8.5",2100,486.2399,"Other algal turf"
"Status quo",2100,0.02961591,"Sea birds"
"RCP 2.6",2100,0.02663225,"Sea birds"
"RCP 4.5",2100,0.02662656,"Sea birds"
"RCP 8.5",2100,0.002636879,"Sea birds"
"Status quo",2100,0.09040513,"Turtles"
"RCP 2.6",2100,0.07155817,"Turtles"
"RCP 4.5",2100,0.03758975,"Turtles"
"RCP 8.5",2100,0.0007396704,"Turtles"
"Status quo",2100,0.3601537,"Cephalopoda"
"RCP 2.6",2100,0.2364399,"Cephalopoda"
"RCP 4.5",2100,0.1928839,"Cephalopoda"
"RCP 8.5",2100,2.81652e-12,"Cephalopoda"
"Status quo",2100,6.225003,"Panulirus spp."
"RCP 2.6",2100,3.182034,"Panulirus spp."
"RCP 4.5",2100,0.823877,"Panulirus spp."
"RCP 8.5",2100,8.606144e-15,"Panulirus spp."
"Status quo",2100,15.31908,"Benthic macroinvertebrates"
"RCP 2.6",2100,18.49134,"Benthic macroinvertebrates"
"RCP 4.5",2100,16.28178,"Benthic macroinvertebrates"
"RCP 8.5",2100,10.78078,"Benthic macroinvertebrates"
"Status quo",2100,28.121,"Benthic microinvertebrates"
"RCP 2.6",2100,25.8119,"Benthic microinvertebrates"
"RCP 4.5",2100,21.08323,"Benthic microinvertebrates"
"RCP 8.5",2100,3.298784,"Benthic microinvertebrates"
"Status quo",2100,0.6844773,"Siderastrea stellata"
"RCP 2.6",2100,0.7947593,"Siderastrea stellata"
"RCP 4.5",2100,0.3309332,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2266319,"Zooplankton"
"RCP 2.6",2100,0.2667962,"Zooplankton"
"RCP 4.5",2100,0.3073562,"Zooplankton"
"RCP 8.5",2100,0.486793,"Zooplankton"
"Status quo",2100,0.1209393,"Phytoplankton"
"RCP 2.6",2100,0.1106404,"Phytoplankton"
"RCP 4.5",2100,0.09610268,"Phytoplankton"
"RCP 8.5",2100,0.04571274,"Phytoplankton"
"Status quo",2100,202.3447,"Digenea simplex"
"RCP 2.6",2100,218.6052,"Digenea simplex"
"RCP 4.5",2100,188.8205,"Digenea simplex"
"RCP 8.5",2100,96.64197,"Digenea simplex"
"Status quo",2100,813.6738,"Other algal turf"
"RCP 2.6",2100,841.8759,"Other algal turf"
"RCP 4.5",2100,770.2352,"Other algal turf"
"RCP 8.5",2100,452.7942,"Other algal turf"
"Status quo",2100,0.03846533,"Sea birds"
"RCP 2.6",2100,0.03563652,"Sea birds"
"RCP 4.5",2100,0.03982902,"Sea birds"
"RCP 8.5",2100,3.009702e-20,"Sea birds"
"Status quo",2100,0.09404426,"Turtles"
"RCP 2.6",2100,0.07907682,"Turtles"
"RCP 4.5",2100,0.0515669,"Turtles"
"RCP 8.5",2100,0.0001726037,"Turtles"
"Status quo",2100,0.3601499,"Cephalopoda"
"RCP 2.6",2100,0.3825441,"Cephalopoda"
"RCP 4.5",2100,0.2733717,"Cephalopoda"
"RCP 8.5",2100,1e-20,"Cephalopoda"
"Status quo",2100,5.062099,"Panulirus spp."
"RCP 2.6",2100,2.863421,"Panulirus spp."
"RCP 4.5",2100,0.6886482,"Panulirus spp."
"RCP 8.5",2100,1.906939e-10,"Panulirus spp."
"Status quo",2100,19.26903,"Benthic macroinvertebrates"
"RCP 2.6",2100,14.50601,"Benthic macroinvertebrates"
"RCP 4.5",2100,16.00423,"Benthic macroinvertebrates"
"RCP 8.5",2100,1.844485,"Benthic macroinvertebrates"
"Status quo",2100,27.75172,"Benthic microinvertebrates"
"RCP 2.6",2100,21.24125,"Benthic microinvertebrates"
"RCP 4.5",2100,19.87856,"Benthic microinvertebrates"
"RCP 8.5",2100,2.608467,"Benthic microinvertebrates"
"Status quo",2100,0.8042085,"Siderastrea stellata"
"RCP 2.6",2100,0.8020405,"Siderastrea stellata"
"RCP 4.5",2100,0.248139,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2581451,"Zooplankton"
"RCP 2.6",2100,0.2752645,"Zooplankton"
"RCP 4.5",2100,0.3146627,"Zooplankton"
"RCP 8.5",2100,0.7291366,"Zooplankton"
"Status quo",2100,0.13202,"Phytoplankton"
"RCP 2.6",2100,0.1217458,"Phytoplankton"
"RCP 4.5",2100,0.09616558,"Phytoplankton"
"RCP 8.5",2100,0.04459606,"Phytoplankton"
"Status quo",2100,230.6052,"Digenea simplex"
"RCP 2.6",2100,193.455,"Digenea simplex"
"RCP 4.5",2100,189.896,"Digenea simplex"
"RCP 8.5",2100,86.30788,"Digenea simplex"
"Status quo",2100,743.3452,"Other algal turf"
"RCP 2.6",2100,825.1892,"Other algal turf"
"RCP 4.5",2100,698.3045,"Other algal turf"
"RCP 8.5",2100,505.4106,"Other algal turf"
"Status quo",2100,0.0229367,"Sea birds"
"RCP 2.6",2100,0.02153104,"Sea birds"
"RCP 4.5",2100,0.03540885,"Sea birds"
"RCP 8.5",2100,7.77587e-13,"Sea birds"
"Status quo",2100,0.09522571,"Turtles"
"RCP 2.6",2100,0.0583217,"Turtles"
"RCP 4.5",2100,0.03783285,"Turtles"
"RCP 8.5",2100,0.0006140917,"Turtles"
"Status quo",2100,0.3563213,"Cephalopoda"
"RCP 2.6",2100,0.2611121,"Cephalopoda"
"RCP 4.5",2100,0.1135514,"Cephalopoda"
"RCP 8.5",2100,2.147213e-14,"Cephalopoda"
"Status quo",2100,5.610524,"Panulirus spp."
"RCP 2.6",2100,1.272798,"Panulirus spp."
"RCP 4.5",2100,0.1428417,"Panulirus spp."
"RCP 8.5",2100,5.836848e-12,"Panulirus spp."
"Status quo",2100,19.24759,"Benthic macroinvertebrates"
"RCP 2.6",2100,15.76058,"Benthic macroinvertebrates"
"RCP 4.5",2100,15.18528,"Benthic macroinvertebrates"
"RCP 8.5",2100,7.882007,"Benthic macroinvertebrates"
"Status quo",2100,19.90492,"Benthic microinvertebrates"
"RCP 2.6",2100,21.98888,"Benthic microinvertebrates"
"RCP 4.5",2100,16.20985,"Benthic microinvertebrates"
"RCP 8.5",2100,0.001018092,"Benthic microinvertebrates"
"Status quo",2100,0.8204312,"Siderastrea stellata"
"RCP 2.6",2100,0.7517731,"Siderastrea stellata"
"RCP 4.5",2100,0.2987003,"Siderastrea stellata"
"RCP 8.5",2100,1e-20,"Siderastrea stellata"
"Status quo",2100,0.2437024,"Zooplankton"
"RCP 2.6",2100,0.2602493,"Zooplankton"
"RCP 4.5",2100,0.3112989,"Zooplankton"
"RCP 8.5",2100,0.6740842,"Zooplankton"
"Status quo",2100,0.1174963,"Phytoplankton"
"RCP 2.6",2100,0.1181611,"Phytoplankton"
